Name,EvolutionStage,WebCardID,ImageURL,CardType,HP,Attribute,Ability,AbilityDesc,Skill1Name,Skill1Cost,Skill1Damage,Skill1Effect,Skill2Name,Skill2Cost,Skill2Damage,Skill2Effect,Weakness,WeaknessType,Resistance,ResistanceType,RetreatCost,CollectorNumber,Rarity,Mark,Expansion,ExpansionCode,Illustrator,PokemonInfo,Evolution,Subtypes,Tier,Score,ScoreBreakdown,PrimaryEffectType,SpecialEffectType
小木靈,基礎,11290,https://asia.pokemon-card.com/hk/card-img/hk00011290.png,寶可夢,70,Grass,,,寄生種子,"Grass,Colorless",20,將這隻寶可夢恢復「20」HP。,,,,,,Fire,,,2,6,normal,H,擴充包「變幻假面」,SV6,Katsunori Sato,死去的孩子的靈魂附在<br/> 樹樁上，變成了寶可夢。<br/> 會徘徊在森林裡尋找夥伴。,小木靈 → 朽木妖,,C+,10.00,Base:5.0|Meta:0.0|Exp:3.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,回復效果,無
朽木妖,1階進化,9519,https://asia.pokemon-card.com/hk/card-img/hk00009519.png,寶可夢,140,Grass,森林瘴氣,只要這隻寶可夢在戰鬥場上，每次寶可夢檢查時，在對手的戰鬥寶可夢身上放置1個傷害指示物。,禁錮,"Colorless,Colorless,Colorless",100,在下個對手的回合，受到這個招式的寶可夢無法撤退。,,,,,,Fire,,,3,8,normal,G,擴充包「黯焰支配者」,SV3,Anesaki Dynamic,腳尖伸出來的根鬚能連結森林中的樹木，並且自由自在地加以操縱。,小木靈 → 朽木妖,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"傷害指示物, 撤退封鎖","撤退效果, 放置效果"
朽木妖,1階進化,11291,https://asia.pokemon-card.com/hk/card-img/hk00011291.png,寶可夢,120,Grass,,,終極吸取,"Grass,Colorless",50,將這隻寶可夢恢復對對手的戰鬥寶可夢造成的傷害相同數值的HP。,森林拋擲,"Grass,Grass,Colorless",130,,,Fire,,,3,7,normal,H,擴充包「變幻假面」,SV6,Oswaldo KATO,對住在森林裡的寶可夢<br/> 非常親切，就算被住進了<br/> 頭上那叢葉子裡也毫不在意。,小木靈 → 朽木妖,,B+,16.00,Base:5.0|Meta:0.0|Exp:3.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"傷害效果, 回復效果",無
炎帝,基礎,9527,https://asia.pokemon-card.com/hk/card-img/hk00009527.png,寶可夢,130,Fire,壓迫感,只要這隻寶可夢在戰鬥場上，對手的戰鬥寶可夢使用的招式的傷害「-20」點。,火炎球,"Colorless,Colorless,Colorless",60+,增加這隻寶可夢身上附加的【火】能量的數量×20點傷害。,,,,,,Water,,,2,16,normal,G,擴充包「黯焰支配者」,SV3,toriyufu,據說如果炎帝吼叫的話，世界上的某處火山就會爆發。,炎帝,,B+,15.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"備戰傷害加成, 其他效果, 能量操作",無
冰砌鵝ex,基礎,9531,https://asia.pokemon-card.com/hk/card-img/hk00009531.png,寶可夢,210,Fire,,,熱熱冰塊,"Water,Water,Water",160,選擇1個這隻寶可夢身上附加的能量，將其丟棄。在下個對手的回合，受到這個招式的寶可夢無法使用招式。,[ex規則],,,寶可夢【ex】【昏厥】時，對手獲得2張獎賞卡。,,Water,,,2,20,normal,G,擴充包「黯焰支配者」,SV3,5ban Graphics,,冰砌鵝ex,"太晶,ex",A,17.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,"招式封鎖, 招式鎖定, 獎賞控制, 能量操作",丟棄效果
巨牙鯊,1階進化,9533,https://asia.pokemon-card.com/hk/card-img/hk00009533.png,寶可夢,120,Water,,,水流衝擊,Water,10+,增加對手的戰鬥寶可夢【撤退】所需的能量的數量×30點傷害。,噴射頭擊,"Water,Water",60,,,Lightning,,,1,22,normal,G,擴充包「黯焰支配者」,SV3,Tonji Matsuno,被稱為大海惡霸。船隻要是誤闖了牠的棲息海域，無一倖免地都會被襲擊。,利牙魚 → 巨牙鯊,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,"備戰傷害加成, 撤退干擾",撤退效果
巨牙鯊,1階進化,10814,https://asia.pokemon-card.com/hk/card-img/hk00010814.png,寶可夢,120,Water,,,咬棄,"Colorless,Colorless",50,擲3次硬幣，在不看手牌正面的情況下，選擇與正面出現的次數相同數量的對手的手牌，將其丟棄。,噴射頭擊,"Water,Colorless,Colorless",100,,,Lightning,,,1,17,normal,H,擴充包「狂野之力」,SV5K,Shinji Kanda,當牠嗅到獵物的氣味，就會從臀部噴射出海水，<br/>發動時速１２０公里的襲擊。,利牙魚 → 巨牙鯊,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"情報收集, 硬幣判定",丟棄效果
波普海豚,基礎,9540,https://asia.pokemon-card.com/hk/card-img/hk00009540.png,寶可夢,50,Water,,,勇氣進化,Water,,將這隻寶可夢與備戰寶可夢互換。然後，從自己的牌庫選擇1張從這隻寶可夢進化而來的卡，放置於這隻寶可夢身上完成進化。並且重洗牌庫。,鰭快刀,Water,10,,,Lightning,,,2,29,normal,G,擴充包「黯焰支配者」,SV3,kodama,喜歡用尾鰭的水環和夥伴一起玩耍。能透過超音波察覺生物的心情。,波普海豚 → 海豚俠 → 海豚俠ex,,A,17.00,Base:5.0|Meta:0.0|Exp:2.0|Func:10.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"切換效果, 搜索效果, 進化支援",無
波普海豚,基礎,9541,https://asia.pokemon-card.com/hk/card-img/hk00009541.png,寶可夢,90,Water,,,尾擊,"Water,Water",30,,,,,,,Lightning,,,2,30,normal,G,擴充包「黯焰支配者」,SV3,Kouki Saitou,喜歡用尾鰭的水環和夥伴一起玩耍。能透過超音波察覺生物的心情。,波普海豚 → 海豚俠 → 海豚俠ex,,C,8.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
波普海豚,基礎,11318,https://asia.pokemon-card.com/hk/card-img/hk00011318.png,寶可夢,70,Water,,,水流斬,Water,30,在下個自己的回合，這隻寶可夢無法使用招式。,,,,,,Lightning,,,1,34,normal,H,擴充包「變幻假面」,SV6,Narumi Sato,牠的水環是頭部的洞<br/> 冒出來的黏膠與海水<br/> 混合後製造出來的。,波普海豚 → 海豚俠 → 海豚俠ex,,C+,9.00,Base:5.0|Meta:0.0|Exp:3.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"使用限制, 招式鎖定",無
海豚俠,1階進化,9542,https://asia.pokemon-card.com/hk/card-img/hk00009542.png,寶可夢,150,Water,,,噴射拳,Water,30,對手的1隻備戰寶可夢也受到30點傷害。[在備戰區不計算弱點・抵抗力。],正義踢,"Water,Water",210,在這個回合，若沒有從備戰區將這隻寶可夢放置於戰鬥場，則這個招式失敗。,,Lightning,,,2,31,normal,G,擴充包「黯焰支配者」,SV3,Souichirou Gunjima,太古基因覺醒之後的樣子。力氣很大，只用單邊的鰭也可以輕輕鬆鬆舉起遊輪。,波普海豚 → 海豚俠 → 海豚俠ex,,A,18.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:6.0|Mod:1.00,"條件失敗, 連鎖傷害",放置效果
海豚俠,1階進化,10820,https://asia.pokemon-card.com/hk/card-img/hk00010820.png,寶可夢,150,Water,,,先鋒拳,Water,130,這隻寶可夢也受到這隻寶可夢身上放置的傷害指示物的數量×10點傷害。,二連擊,"Water,Colorless,Colorless",90×,擲2次硬幣，造成正面出現的次數×90點傷害。,,Lightning,,,2,23,normal,H,擴充包「狂野之力」,SV5K,DOM,太古基因覺醒之後的樣子。力氣很大，只用單邊的鰭<br/>也可以輕輕鬆鬆舉起遊輪。,波普海豚 → 海豚俠 → 海豚俠ex,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:6.0|Mod:1.00,"備戰傷害加成, 傷害指示物, 傷害效果, 反噬傷害, 硬幣判定",無
海豚俠,1階進化,11319,https://asia.pokemon-card.com/hk/card-img/hk00011319.png,寶可夢,100,Water,全能變身,在自己的回合，這隻寶可夢從戰鬥場回到備戰區時，可使用1次。從自己的牌庫選擇1張「海豚俠【ex】」，與這張卡互換（所附加的卡・傷害指示物・特殊狀態・效果等全部保留）。若互換了，則這張卡放回牌庫。並且重洗牌庫。,飛濺,"Water,Colorless",30,,,,,,,Lightning,,,1,35,normal,H,擴充包「變幻假面」,SV6,Ligton,體能與波普海豚不相上下，<br/> 但一旦夥伴陷入了危機，<br/> 就會變身來提高自己的力量。,波普海豚 → 海豚俠 → 海豚俠ex,,B+,14.00,Base:5.0|Meta:0.0|Exp:3.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"切換效果, 搜索效果",無
班基拉斯ex,2階進化,9543,https://asia.pokemon-card.com/hk/card-img/hk00009543.png,寶可夢,340,Lightning,,,飛山,Fighting,120,將自己的牌庫上方2張卡丟棄。,索爾亂暴,"Fighting,Fighting",150+,若自己的備戰寶可夢身上放置有傷害指示物，則增加100點傷害。,,Fighting,,,4,32,normal,G,擴充包「黯焰支配者」,SV3,5ban Graphics,,幼基拉斯 → 沙基拉斯 → 班基拉斯 → 班基拉斯GX → 班基拉斯ex,"太晶,ex",B+,16.00,Base:5.0|Meta:0.0|Exp:2.0|Func:1.0|Syn:2.0|Eff:0.0|Dmg:6.0|Mod:1.00,"傷害指示物, 其他效果, 條件傷害",無
班基拉斯ex,2階進化,12686,https://asia.pokemon-card.com/hk/card-img/hk00012686.png,寶可夢,340,Darkness,,,壓碎,Colorless,50×,造成這隻寶可夢身上附加的能量的數量×50點傷害。,暴君粉碎,"Darkness,Colorless,Colorless",150,在不看正面的情況下，從對手的手牌選擇1張，將其丟棄。,,Grass,,,3,78,normal,H,雙ex初階牌組 Generations,SVM,5ban Graphics,,幼基拉斯 → 沙基拉斯 → 班基拉斯 → 班基拉斯GX → 班基拉斯ex,ex,A+,20.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:8.0|Mod:1.00,"備戰傷害加成, 傷害效果, 情報收集, 能量操作",丟棄效果
波克比,基礎,9554,https://asia.pokemon-card.com/hk/card-img/hk00009554.png,寶可夢,50,Psychic,,,撒嬌聲,Colorless,,在不看正面的情況下，從對手的手牌選擇1張，查看那張卡的正面後放回對手的牌庫並重洗。,滾動衝撞,"Colorless,Colorless",20,,,Metal,,,1,43,normal,G,擴充包「黯焰支配者」,SV3,Natsumi Yoshida,好運的象徵。據說在牠的殼裡裝著滿滿的幸福。,波克比 → 波克基古 → 波克基斯,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,無
波克比,基礎,12121,https://asia.pokemon-card.com/hk/card-img/hk00012121.png,寶可夢,50,Psychic,,,拍擊,"Colorless,Colorless",30,,,,,,,Metal,,,1,45,normal,H,擴充包「超電突圍」,SV8,Yoko Hishida,殼內好像塞滿了許多幸福，<br/>據說只要溫柔地對待牠，<br/>牠就會把幸運分給對方。,波克比 → 波克基古 → 波克基斯,,C+,9.00,Base:5.0|Meta:0.0|Exp:3.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
波克基古,1階進化,9555,https://asia.pokemon-card.com/hk/card-img/hk00009555.png,寶可夢,90,Psychic,,,平分和平,Colorless,,雙方玩家各從牌庫抽出3張卡。,高速飛行,"Colorless,Colorless",40,,,Metal,,,1,44,normal,G,擴充包「黯焰支配者」,SV3,Kyoko Umemoto,不待在溫柔的人身邊就會變得沒有精神。不揮動翅膀也能浮在空中。,波克比 → 波克基古 → 波克基斯,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"抽卡效果, 搜索效果",無
波克基古,1階進化,12122,https://asia.pokemon-card.com/hk/card-img/hk00012122.png,寶可夢,90,Psychic,,,吸取之吻,"Colorless,Colorless",30,將這隻寶可夢恢復「30」HP。,,,,,,Metal,,,1,46,normal,H,擴充包「超電突圍」,SV8,Teeziro,據說牠會為了將<br/>幸福帶給心地善良<br/>的人而現身。,波克比 → 波克基古 → 波克基斯,,B,11.00,Base:5.0|Meta:0.0|Exp:3.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,回復效果,無
波克基斯,2階進化,9556,https://asia.pokemon-card.com/hk/card-img/hk00009556.png,寶可夢,150,Psychic,貴重之禮,在自己的回合結束時可使用1次。從牌庫抽卡直到自己的手牌滿8張為止。,能量旋風,"Colorless,Colorless",110,選擇1個這隻寶可夢身上附加的能量，改附於備戰寶可夢身上。,,,,,,Metal,,,0,45,normal,G,擴充包「黯焰支配者」,SV3,Cona Nitanda,被稱為帶來恩惠的寶可夢，從很久很久以前開始，人們就視牠為吉祥之物。,波克比 → 波克基古 → 波克基斯,,A,19.00,Base:5.0|Meta:0.0|Exp:2.0|Func:9.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"抽卡效果, 能量操作",無
波克基斯,2階進化,12123,https://asia.pokemon-card.com/hk/card-img/hk00012123.png,寶可夢,140,Psychic,奇跡之吻,只要這隻寶可夢在場上，每次當對手的戰鬥寶可夢【昏厥】時，自己擲1次硬幣。若為正面，則多獲得1張獎賞卡。無論有多少隻擁有這個特性的寶可夢，這個效果也不會重複。,高速之翼,"Colorless,Colorless,Colorless",140,,,,,,,Metal,,,1,47,normal,H,擴充包「超電突圍」,SV8,Narano,不會出現在發生<br/>爭端和紛亂的地方。<br/>近來幾乎見不到牠的身影。,波克比 → 波克基古 → 波克基斯,,B+,14.00,Base:5.0|Meta:0.0|Exp:3.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"昏厥條件, 獎賞控制, 硬幣判定",特性效果
太陽伊布,1階進化,9557,https://asia.pokemon-card.com/hk/card-img/hk00009557.png,寶可夢,110,Psychic,,,精神傷害,Psychic,30+,增加對手的戰鬥寶可夢身上放置的傷害指示物的數量×10點傷害。,念力,"Psychic,Colorless",60,擲1次硬幣若為正面，則將對手的戰鬥寶可夢【麻痺】。,,Darkness,,Fighting,1,46,normal,G,擴充包「黯焰支配者」,SV3,Cona Nitanda,預知對手的行動時，分叉的尾巴前端就會微妙地擺動。,伊布 → 仙子伊布 → 冰伊布 → 葉伊布 → 太陽伊布 → 月亮伊布 → 雷伊布 → 水伊布 → 火伊布 → 冰伊布GX → 葉伊布GX → 仙子伊布GX → 月亮伊布GX → 太陽伊布GX → 雷伊布GX → 水伊布GX → 火伊布GX → 月亮伊布ex → 仙子伊布ex → 太陽伊布ex → 雷伊布ex → 冰伊布ex → 水伊布ex → 火伊布ex → 葉伊布ex,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,"備戰傷害加成, 傷害指示物, 狀態異常, 硬幣判定",無
天秤偶,基礎,9560,https://asia.pokemon-card.com/hk/card-img/hk00009560.png,寶可夢,70,Psychic,,,高速旋轉,Psychic,10,將這隻寶可夢與備戰寶可夢互換。然後，對手將對手自己的戰鬥寶可夢與備戰寶可夢互換。,,,,,,Darkness,,Fighting,2,49,normal,G,擴充包「黯焰支配者」,SV3,Scav,在古代遺跡被發現。會一邊旋轉一邊移動。晚上睡覺的時候也是單腳站著。,天秤偶 → 念力土偶,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,切換效果,無
念力土偶,1階進化,9561,https://asia.pokemon-card.com/hk/card-img/hk00009561.png,寶可夢,120,Psychic,,,轟爆土偶,Psychic,,在對手的戰鬥寶可夢身上放置傷害指示物直到剩餘HP變為「10」為止。然後，這隻寶可夢受到120點傷害。,精神歪曲,Psychic,30,將對手的戰鬥寶可夢【混亂】。,,Darkness,,Fighting,2,50,normal,G,擴充包「黯焰支配者」,SV3,Shigenori Negishi,似乎是從古代人做的泥偶誕生而來的寶可夢。能靠念力飄浮在空中移動。,天秤偶 → 念力土偶,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"傷害指示物, 狀態異常",無
蜂女王ex,1階進化,9562,https://asia.pokemon-card.com/hk/card-img/hk00009562.png,寶可夢,270,Psychic,,,回復費洛蒙,Grass,,將自己的1隻寶可夢恢復「60」HP。,幻影皇后,"Grass,Grass,Grass",200,在對手的身上放置有傷害指示物的所有備戰寶可夢身上，各放置3個傷害指示物。,,Darkness,,Fighting,2,51,normal,G,擴充包「黯焰支配者」,SV3,5ban Graphics,,三蜜蜂 → 蜂女王 → 蜂女王ex,"太晶,ex",A,18.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:6.0|Mod:1.00,"傷害指示物, 回復效果",無
盆才怪,基礎,9569,https://asia.pokemon-card.com/hk/card-img/hk00009569.png,寶可夢,30,Fighting,,,嚶嚶鳴叫,,10,將對手的戰鬥寶可夢【混亂】。,,,,,,Grass,,,0,58,normal,G,擴充包「黯焰支配者」,SV3,Mizue,雖然看似在哭泣，但那不過是牠在把多餘的水從眼睛排出，以調節體內的水分罷了。,盆才怪,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,狀態異常,無
掘地兔,1階進化,9571,https://asia.pokemon-card.com/hk/card-img/hk00009571.png,寶可夢,140,Fighting,,,擲泥,"Colorless,Colorless",50,,敲擊之錘,"Fighting,Fighting,Colorless",120,將對手的牌庫上方1張卡丟棄。,,Grass,,,4,60,normal,G,擴充包「黯焰支配者」,SV3,SATOSHI NAKAI,肚子上的體毛保溫性能優秀。在過去，人們會用牠掉落的毛來製作保暖服裝。,掘掘兔 → 掘地兔,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,無,丟棄效果
鬃岩狼人,1階進化,9573,https://asia.pokemon-card.com/hk/card-img/hk00009573.png,寶可夢,130,Fighting,,,致命之牙,Fighting,90,若對手的戰鬥寶可夢身上沒有放置傷害指示物，則這個招式失敗。,利爪揮砍,"Fighting,Colorless,Colorless",100,,,Grass,,,2,62,normal,G,擴充包「黯焰支配者」,SV3,Mitsuhiro Arita,會用岩石鬃毛斬斷接近者。只要不合自己的意，即使是訓練家下的指示也不會順從。,岩狗狗 → 鬃岩狼人 → 鬃岩狼人GX → 鬃岩狼人ex,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:3.0|Mod:1.00,"傷害指示物, 條件失敗",無
鬃岩狼人,1階進化,13046,https://asia.pokemon-card.com/hk/card-img/hk00013046.png,寶可夢,120,Fighting,尖刺纏身,在自己的回合，從手牌使出這張卡並完成進化時，可使用1次。從自己的棄牌區選擇最多2張「扣殺能量」，附於這隻寶可夢身上。,抓擊獠牙,"Colorless,Colorless,Colorless",40+,增加對手的戰鬥寶可夢身上放置的傷害指示物的數量×40點傷害。,,,,,,Grass,,,2,52,normal,I,擴充包「對戰搭檔」,SV9,Shiburingaru,會用尖牙和利爪襲擊獵物。<br/>只要是信賴的訓練家下的<br/>指令，牠都會忠實地聽從。,岩狗狗 → 鬃岩狼人 → 鬃岩狼人GX → 鬃岩狼人ex,,A+,21.00,Base:5.0|Meta:0.0|Exp:3.0|Func:10.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"備戰傷害加成, 傷害指示物, 搜索效果",進化效果
鬃岩狼人,1階進化,10946,https://asia.pokemon-card.com/hk/card-img/hk00010946.png,寶可夢,120,Fighting,,,渦輪刀鋒,Colorless,50,從自己的棄牌區選擇最多2張「基本【鬥】能量」卡，以任意方式附於備戰寶可夢身上。,,,,,,Grass,,,1,7,normal,H,起始組合「古代故勒頓ex」,SVHK,Yoshioka,會用尖牙和利爪襲擊獵物。只要是信賴的訓練家下的<br/>指令，牠都會忠實地聽從。,岩狗狗 → 鬃岩狼人 → 鬃岩狼人GX → 鬃岩狼人ex,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,搜索效果,無
晶光花ex,1階進化,9576,https://asia.pokemon-card.com/hk/card-img/hk00009576.png,寶可夢,270,Fighting,星塵場地,只要這隻寶可夢在戰鬥場上，對手的可放置於備戰區的寶可夢數量改為3隻。若對手的備戰區有4隻以上，則對手將寶可夢丟棄直到備戰寶可夢變為3隻為止。[變更備戰寶可夢數量的效果，以變少者為優先。],猛毒寶石,"Fighting,Fighting",140,將對手的戰鬥寶可夢【中毒】。,[ex規則],,,寶可夢【ex】【昏厥】時，對手獲得2張獎賞卡。,,Grass,,,3,65,normal,G,擴充包「黯焰支配者」,SV3,5ban Graphics,,晶光芽 → 晶光花 → 晶光花ex,ex,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"狀態異常, 獎賞控制","丟棄效果, 放置效果"
帕底亞 土王,1階進化,9580,https://asia.pokemon-card.com/hk/card-img/hk00009580.png,寶可夢,140,Darkness,,,噴濺毒,Darkness,,將雙方的戰鬥寶可夢【中毒】。,毒液衝擊,"Darkness,Colorless,Colorless",80+,若對手的戰鬥寶可夢【中毒】，則增加120點傷害。,,Fighting,,,3,69,normal,G,擴充包「黯焰支配者」,SV3,Shin Nagasawa,一旦遭到敵人襲擊，就會從胴體伸出粗壯的刺來反擊。是需有覺悟承受劇痛的危險招式。,帕底亞 烏波 → 帕底亞 土王ex → 帕底亞 土王,,B+,15.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:4.0|Mod:1.00,"條件傷害, 狀態異常",無
帕底亞 土王,1階進化,9292,https://asia.pokemon-card.com/hk/card-img/hk00009292.png,寶可夢,140,Darkness,,,毒陣,Darkness,20,將對手的戰鬥寶可夢【中毒】。在下個對手的回合，受到這個招式的寶可夢無法撤退。,泥水之錘,"Darkness,Colorless,Colorless",100,將對手的牌庫上方1張卡丟棄。,,Fighting,,,3,70,normal,G,ex初階牌組,SVD,Kouki Saitou,一旦遭到敵人襲擊，就會從胴體伸出粗壯的刺來反擊。<br/>是需有覺悟承受劇痛的危險招式。,帕底亞 烏波 → 帕底亞 土王ex → 帕底亞 土王,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"撤退封鎖, 狀態異常","丟棄效果, 撤退效果"
月亮伊布,1階進化,9581,https://asia.pokemon-card.com/hk/card-img/hk00009581.png,寶可夢,110,Darkness,,,出奇一擊,Darkness,,對手的1隻寶可夢受到50點傷害。這個招式的傷害不計算弱點・抵抗力與受到傷害的寶可夢身上的附加效果。,漆黑利刃,"Darkness,Colorless,Colorless",140,在下個自己的回合，這隻寶可夢無法使用招式。,,Grass,,,1,70,normal,G,擴充包「黯焰支配者」,SV3,rika,當身體沐浴了月亮波動後，圓形花紋就會微微發光，使神秘的力量因而覺醒。,伊布 → 仙子伊布 → 冰伊布 → 葉伊布 → 太陽伊布 → 月亮伊布 → 雷伊布 → 水伊布 → 火伊布 → 冰伊布GX → 葉伊布GX → 仙子伊布GX → 月亮伊布GX → 太陽伊布GX → 雷伊布GX → 水伊布GX → 火伊布GX → 月亮伊布ex → 仙子伊布ex → 太陽伊布ex → 雷伊布ex → 冰伊布ex → 水伊布ex → 火伊布ex → 葉伊布ex,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"使用限制, 招式鎖定, 無視弱點/效果",無
阿勃梭魯ex,基礎,9584,https://asia.pokemon-card.com/hk/card-img/hk00009584.png,寶可夢,210,Darkness,,,預知未來,Darkness,,查看自己或者對手的牌庫上方3張卡，以任意順序排列，放回牌庫上方。,咒詛猛擊,"Darkness,Darkness,Colorless",100+,若對手的手牌為3張以下，則增加120點傷害。,,Grass,,,1,73,normal,G,擴充包「黯焰支配者」,SV3,Nisota Niso,,阿勃梭魯ex,ex,A,17.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:5.0|Mod:1.00,"情報收集, 條件傷害",無
達克萊伊,基礎,9585,https://asia.pokemon-card.com/hk/card-img/hk00009585.png,寶可夢,130,Darkness,,,黑色微寐,Darkness,20,將對手的戰鬥寶可夢【睡眠】。,暗黑旋風,"Darkness,Darkness,Colorless",120,將這隻寶可夢身上附加的所有能量卡，以任意方式改附於備戰寶可夢身上。,,Grass,,,2,74,normal,G,擴充包「黯焰支配者」,SV3,Bun Toujo,有著引誘人們進入深層睡眠，並使其作夢的能力。會在新月之夜活動。,達克萊伊,,A,19.00,Base:5.0|Meta:0.0|Exp:2.0|Func:8.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"狀態異常, 能量操作",無
好啦魷,基礎,9586,https://asia.pokemon-card.com/hk/card-img/hk00009586.png,寶可夢,60,Darkness,,,緊抱,"Darkness,Colorless",30,在下個對手的回合，受到這個招式的寶可夢無法撤退。,,,,,,Grass,,,1,75,normal,G,擴充包「黯焰支配者」,SV3,Kedamahadaitai Yawarakai,會讓敵人看到自己閃爍的發光體來讓對方喪失戰意，然後趁機逃之夭夭。,好啦魷 → 烏賊王,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,撤退封鎖,撤退效果
好啦魷,基礎,11484,https://asia.pokemon-card.com/hk/card-img/hk00011484.png,寶可夢,60,Darkness,,,惡作劇觸手,Colorless,,查看對手的牌庫上方1張卡，回復原樣。若希望，重洗那個牌庫。,啄,Darkness,10,,,Grass,,,1,33,normal,H,強化擴充包「黑夜漫遊者」,SV6a,Mori Yuu,旋轉著閃爍自己的發光體。<br/>透過改變閃爍的方式<br/>來和其他夥伴交流。,好啦魷 → 烏賊王,,B+,14.00,Base:5.0|Meta:0.0|Exp:3.0|Func:4.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,情報收集,無
烏賊王,1階進化,9587,https://asia.pokemon-card.com/hk/card-img/hk00009587.png,寶可夢,120,Darkness,精神視角,在自己的回合時可使用1次。查看對手的牌庫上方1張卡，回復原樣。然後，查看自己的牌庫上方1張卡，回復原樣。,催眠光線,"Darkness,Colorless,Colorless",90,將對手的戰鬥寶可夢【睡眠】。,,,,,,Grass,,,2,76,normal,G,擴充包「黯焰支配者」,SV3,Nelnal,據說那些能夠改變歷史的重大事件其實都和烏賊王的催眠能力有關。,好啦魷 → 烏賊王,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"情報收集, 狀態異常",無
