Name,EvolutionStage,WebCardID,ImageURL,CardType,HP,Attribute,Ability,AbilityDesc,Skill1Name,Skill1Cost,Skill1Damage,Skill1Effect,Skill2Name,Skill2Cost,Skill2Damage,Skill2Effect,Weakness,WeaknessType,Resistance,ResistanceType,RetreatCost,CollectorNumber,Rarity,Mark,Expansion,ExpansionCode,Illustrator,PokemonInfo,Evolution,Subtypes,Tier,Score,ScoreBreakdown,PrimaryEffectType,SpecialEffectType
能量再利用,,00004645,https://asia.pokemon-card.com/hk/card-img/hk00004645.png,物品卡,,,,,,,,從自己的棄牌區抽出5張基本能量卡，在給對手看過後，放回牌庫並重洗。,[物品規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,128,normal,I,擴充包「眾星雲集組合篇」SET A,AC1a,Toyste Beach,,,,B+,15.00,Base:7.0|Meta:1.0|Exp:-1.0|Func:8.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 能量回收",大量抽卡
花舞鳥,基礎,00011994,https://asia.pokemon-card.com/hk/card-img/hk00011994.png,寶可夢,90,Fire,,,能量支援,Fire,,從自己的棄牌區選擇最多2張基本能量卡，附於1隻備戰寶可夢身上。,花火,Fire,30,選擇1個這隻寶可夢身上附加的能量，將其丟棄。,,Water,,,1,004,normal,H,ex特別組合 太晶屬性：星晶 蒼炎刃鬼ex,SVPS,Heisuke Kitazawa,吸食了朱紅色花蜜的樣子。 會踩著熱情的舞步， 席捲起猛烈的火焰。,花舞鳥,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"搜索效果, 能量操作",無
炭小侍,基礎,00011995,https://asia.pokemon-card.com/hk/card-img/hk00011995.png,寶可夢,70,Fire,,,鬼火,Fire,20,,,,,,,Water,,,1,005,normal,H,ex特別組合 太晶屬性：星晶 蒼炎刃鬼ex,SVPS,Kariya,在進入戰鬥狀態後， 火力會上升至攝氏１０００度。 喜歡吃油脂含量高的樹果。,炭小侍 → 紅蓮鎧騎 → 蒼炎刃鬼 → 蒼炎刃鬼ex → 紅蓮鎧騎ex,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
蒼炎刃鬼ex,1階進化,00011996,https://asia.pokemon-card.com/hk/card-img/hk00011996.png,寶可夢,270,Fire,,,深淵熾火,Fire,30+,增加自己的棄牌區的能量卡的張數×20點傷害。,紫水晶激怒,"Fire,Psychic,Metal",280,將這隻寶可夢身上附加的能量卡全部丟棄。,,Water,,,2,006,normal,H,ex特別組合 太晶屬性：星晶 蒼炎刃鬼ex,SVPS,5ban Graphics,,炭小侍 → 紅蓮鎧騎 → 蒼炎刃鬼 → 蒼炎刃鬼ex → 紅蓮鎧騎ex,"太晶,ex",A,18.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:6.0|Mod:1.00,"棄牌區傷害加成, 能量操作",無
象徵鳥,基礎,00011997,https://asia.pokemon-card.com/hk/card-img/hk00011997.png,寶可夢,110,Psychic,,,雙重抽出,Colorless,,從自己的牌庫抽出2張卡。,念力,"Psychic,Colorless,Colorless",60,擲1次硬幣若為正面，則將對手的戰鬥寶可夢【麻痺】。,,Lightning,,Fighting,1,007,normal,H,ex特別組合 太晶屬性：星晶 蒼炎刃鬼ex,SVPS,svlt,利用精神力量在空中飛翔， 被稱為古代都市的守護神。 也有人認為牠是守護神的使者。,象徵鳥,,B+,16.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,"抽卡效果, 搜索效果, 狀態異常, 硬幣判定",無
雷吉斯奇魯,基礎,00011998,https://asia.pokemon-card.com/hk/card-img/hk00011998.png,寶可夢,130,Metal,,,激怒之錘,"Metal,Colorless",60+,增加這隻寶可夢身上放置的傷害指示物的數量×10點傷害。,,,,,,Fire,,Grass,3,008,normal,H,ex特別組合 太晶屬性：星晶 蒼炎刃鬼ex,SVPS,Shiburingaru,構成牠身體的神奇物質<br/><br/>具有能夠伸縮的柔軟性，<br/><br/>但卻比任何金屬都還要堅韌。,雷吉斯奇魯,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"備戰傷害加成, 傷害指示物",無
小火龍,基礎,00013825,https://asia.pokemon-card.com/hk/card-img/hk00013825.png,寶可夢,60,Fire,,,熱力衝撞,Fire,30,這隻寶可夢也受到10點傷害。,,,,,,Water,,,1,001,normal,G,ex初階牌組 噴火龍,SVQL,DOM,從出生時開始尾巴上<br/>就有火焰在燃燒。<br/>火焰熄滅時，生命也會結束。,小火龍 → 火恐龍 → 噴火龍 → 噴火龍GX → 噴火龍ex,,C,8.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,反噬傷害,無
火恐龍,1階進化,00013826,https://asia.pokemon-card.com/hk/card-img/hk00013826.png,寶可夢,100,Fire,,,烈焰,Fire,20,,大字爆炎,"Fire,Fire,Fire",90,選擇1個這隻寶可夢身上附加的能量，將其丟棄。,,Water,,,2,002,normal,G,ex初階牌組 噴火龍,SVQL,GIDORA,如果牠在戰鬥中亢奮起來，<br/>就會噴出灼熱的火焰，<br/>把周圍的東西燒得一乾二淨。,小火龍 → 火恐龍 → 噴火龍 → 噴火龍GX → 噴火龍ex,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,能量操作,無
噴火龍ex,2階進化,00013827,https://asia.pokemon-card.com/hk/card-img/hk00013827.png,寶可夢,330,Fire,,,無畏之翼,Fire,60+,若這隻寶可夢身上放置有傷害指示物，則增加100點傷害。,爆焰旋渦,"Fire,Fire,Fire,Fire",330,選擇3個這隻寶可夢身上附加的能量，將其丟棄。,,Water,,,2,003,normal,G,ex初階牌組 噴火龍,SVQL,PLANETA Mochizuki,,小火龍 → 火恐龍 → 噴火龍 → 噴火龍GX → 噴火龍ex,ex,A+,20.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:8.0|Mod:1.00,"傷害指示物, 條件傷害, 能量操作",無
卡蒂狗,基礎,00013828,https://asia.pokemon-card.com/hk/card-img/hk00013828.png,寶可夢,70,Fire,,,連續火焰,Fire,30×,擲硬幣直到出現反面，造成正面出現的次數×30點傷害。,,,,,,Water,,,2,004,normal,G,ex初階牌組 噴火龍,SVQL,kawayoo,性格誠實，容易和人親近。<br/>遇到敵人時牠會吼叫追咬，<br/>試著把敵人趕走。,卡蒂狗 → 風速狗ex → 風速狗,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"傷害效果, 硬幣判定",無
風速狗,1階進化,00013829,https://asia.pokemon-card.com/hk/card-img/hk00013829.png,寶可夢,130,Fire,,,咬碎,"Fire,Colorless",30,擲1次硬幣若為正面，則選擇1個對手的戰鬥寶可夢身上附加的能量，將其丟棄。,火之鬃,"Fire,Fire,Colorless",120,,,Water,,,3,005,normal,G,ex初階牌組 噴火龍,SVQL,Ryuta Fuse,根據過去的畫軸記載，<br/>牠在草原上奔馳的姿態<br/>擄獲了眾多人心。,卡蒂狗 → 風速狗ex → 風速狗,,A,18.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:4.0|Mod:1.00,"硬幣判定, 能量操作",丟棄效果
加熱洛托姆,基礎,00013830,https://asia.pokemon-card.com/hk/card-img/hk00013830.png,寶可夢,90,Fire,,,熱力衝撞,"Fire,Fire",100,這隻寶可夢也受到40點傷害。,,,,,,Water,,,1,006,normal,G,ex初階牌組 噴火龍,SVQL,Scav,如果烤箱微波爐本身運轉不良，<br/>鑽進裡面的洛托姆<br/>也會變得無精打采。,加熱洛托姆,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,反噬傷害,無
爆香猴,基礎,00013831,https://asia.pokemon-card.com/hk/card-img/hk00013831.png,寶可夢,60,Fire,,,烈焰,Fire,20,,,,,,,Water,,,1,007,normal,H,ex初階牌組 噴火龍,SVQL,Wintr Wandr,智商很高，<br/>有把樹果烤過再吃的習性。<br/>喜歡幫助人類。,爆香猴 → 爆香猿,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
爆香猿,1階進化,00013832,https://asia.pokemon-card.com/hk/card-img/hk00013832.png,寶可夢,90,Fire,,,雙重粉碎,Fire,70×,擲2次硬幣，造成正面出現的次數×70點傷害。,,,,,,Water,,,1,008,normal,H,ex初階牌組 噴火龍,SVQL,Taiga Kasai,燃燒體內的火焰，<br/>從頭部與尾巴撒出火花，<br/>燒焦敵人。,爆香猴 → 爆香猿,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:6.0|Mod:1.00,"傷害效果, 硬幣判定",無
爆焰龜獸,基礎,00013833,https://asia.pokemon-card.com/hk/card-img/hk00013833.png,寶可夢,120,Fire,,,吐出射擊,"Fire,Colorless",,對手的1隻備戰寶可夢受到40點傷害。[在備戰區不計算弱點・抵抗力。],爆熱炮,"Fire,Fire,Colorless",100,,,Water,,,2,009,normal,H,ex初階牌組 噴火龍,SVQL,Shigenori Negishi,背上的甲殼上敷了炸藥。<br/> 會用大爆炸去回擊<br/> 來攻擊自己的敵人。,爆焰龜獸,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,連鎖傷害,無
厄鬼椪 火灶面具,基礎,00013834,https://asia.pokemon-card.com/hk/card-img/hk00013834.png,寶可夢,110,Fire,,,火之神樂,Colorless,,從自己的牌庫選擇1張「基本【火】能量」卡，附於自己的寶可夢身上。並且重洗牌庫。,灼燒,"Fire,Fire,Colorless",80,將對手的戰鬥寶可夢【灼傷】。,,Water,,,1,010,normal,I,ex初階牌組 噴火龍,SVQL,HYOGONOSUKE,這是牠最具攻擊性的樣子。<br/>會如熊熊燃燒的爐火一般，<br/>氣勢猛烈地攻擊敵人。,厄鬼椪 火灶面具,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,"搜索效果, 簡單灼傷",無
袋獸,基礎,00013835,https://asia.pokemon-card.com/hk/card-img/hk00013835.png,寶可夢,130,Colorless,,,呼朋引伴,Colorless,,從自己的牌庫選擇1張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。,百萬噸重拳,"Colorless,Colorless,Colorless",100,,,Fighting,,,2,011,normal,H,ex初階牌組 噴火龍,SVQL,Uta,腹部的袋子裡裝著孩子，<br/>但是步法非常輕盈。<br/>會用高速的刺拳威嚇對手。,袋獸,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,搜索效果,放置效果
能量回收,,00013836,https://asia.pokemon-card.com/hk/card-img/hk00013836.png,物品卡,,,,,,,,從自己的棄牌區選擇最多2張基本能量卡，在給對手看過後加入手牌。,,,,,,,,,,012,normal,G,ex初階牌組 噴火龍,SVQL,Studio Bora Inc.,,,,A+,22.00,Base:7.0|Meta:5.0|Exp:2.0|Func:5.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,無
粉碎之錘,,00013837,https://asia.pokemon-card.com/hk/card-img/hk00013837.png,物品卡,,,,,,,,擲1次硬幣若為正面，則選擇1個對手的場上寶可夢身上附加的能量，將其丟棄。,,,,,,,,,,013,normal,G,ex初階牌組 噴火龍,SVQL,Ayaka Yoshida,,,,A+,21.00,Base:7.0|Meta:3.0|Exp:2.0|Func:5.0|Syn:4.0|Eff:0.0|Dmg:0.0|Mod:1.00,"硬幣判定, 能量操作",丟棄效果
超級球,,00013838,https://asia.pokemon-card.com/hk/card-img/hk00013838.png,物品卡,,,,,,,,查看自己的牌庫上方7張卡。從其中選擇1張寶可夢卡，在給對手看過後加入手牌。將剩餘卡放回牌庫並重洗。,,,,,,,,,,014,normal,G,ex初階牌組 噴火龍,SVQL,Studio Bora Inc.,,,,A+,22.00,Base:7.0|Meta:5.0|Exp:2.0|Func:5.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",無
高級球,,00013839,https://asia.pokemon-card.com/hk/card-img/hk00013839.png,物品卡,,,,,,,,這張卡必須將自己的2張手牌丟棄才可使用。<br/> <br/> 從自己的牌庫選擇1張寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。,,,,,,,,,,015,normal,G,ex初階牌組 噴火龍,SVQL,Ayaka Yoshida,,,,A+,21.00,Base:7.0|Meta:5.0|Exp:2.0|Func:4.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",丟棄效果
寶可夢交替,,00013840,https://asia.pokemon-card.com/hk/card-img/hk00013840.png,物品卡,,,,,,,,將自己的戰鬥寶可夢與備戰寶可夢互換。,,,,,,,,,,016,normal,G,ex初階牌組 噴火龍,SVQL,Studio Bora Inc.,,,,A+,20.00,Base:7.0|Meta:5.0|Exp:2.0|Func:3.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,切換效果,無
寶可夢捕捉器,,00013841,https://asia.pokemon-card.com/hk/card-img/hk00013841.png,物品卡,,,,,,,,擲1次硬幣若為正面，則選擇1隻對手的備戰寶可夢，與戰鬥寶可夢互換。,,,,,,,,,,017,normal,G,ex初階牌組 噴火龍,SVQL,Studio Bora Inc.,,,,A,19.00,Base:7.0|Meta:3.0|Exp:2.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"切換效果, 硬幣判定",無
艾莉絲的鬥志,,00013842,https://asia.pokemon-card.com/hk/card-img/hk00013842.png,支援者卡,,,,,,,,這張卡必須將自己的1張手牌丟棄才可使用。 <br/><br/>從牌庫抽卡直到自己的手牌滿6張為止。,,,,,,,,,,018,normal,I,ex初階牌組 噴火龍,SVQL,yuu,,,,B,13.00,Base:8.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,抽卡效果,無
滑稽演員,,00013843,https://asia.pokemon-card.com/hk/card-img/hk00013843.png,支援者卡,,,,,,,,雙方玩家各將手牌全部放回牌庫並重洗。然後，自己擲1次硬幣，若為正面，則從牌庫抽卡，自己抽出5張，對手抽出3張。若為反面，則從牌庫抽卡，自己抽出3張，對手抽出5張。,,,,,,,,,,019,normal,I,ex初階牌組 噴火龍,SVQL,Teeziro,,,,A+,22.00,Base:8.0|Meta:0.0|Exp:2.0|Func:8.0|Syn:4.0|Eff:0.0|Dmg:0.0|Mod:1.00,"牌庫重洗, 硬幣判定",大量抽卡
短褲小子,,00013844,https://asia.pokemon-card.com/hk/card-img/hk00013844.png,支援者卡,,,,,,,,將自己的手牌全部放回牌庫並重洗。然後，從牌庫抽出5張卡。,,,,,,,,,,020,normal,G,ex初階牌組 噴火龍,SVQL,Hitoshi Ariga,,,,B+,16.00,Base:8.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 牌庫重洗",大量抽卡
黑連,,00013845,https://asia.pokemon-card.com/hk/card-img/hk00013845.png,支援者卡,,,,,,,,從自己的牌庫抽出3張卡。,,,,,,,,,,021,normal,I,ex初階牌組 噴火龍,SVQL,Atsushi Furusawa,,,,B,13.00,Base:8.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",無
梅洛可,,00013846,https://asia.pokemon-card.com/hk/card-img/hk00013846.png,支援者卡,,,,,,,,這張卡必須在上個對手的回合自己的寶可夢【昏厥】了才可使用。 <br/><br/>從自己的棄牌區選擇1張「基本【火】能量」卡，附於自己的寶可夢身上。然後，從牌庫抽卡直到自己的手牌滿6張為止。,,,,,,,,,,022,normal,G,ex初階牌組 噴火龍,SVQL,kirisAki,,,,A,17.00,Base:8.0|Meta:0.0|Exp:2.0|Func:7.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 連續技",無
基本【火】能量,,00013847,https://asia.pokemon-card.com/hk/card-img/hk00013847.png,基本能量卡,,,,,,,,,,,,,,,,,,FIR,n/a,I,ex初階牌組 噴火龍,SVQL,,,,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
皮卡丘ex,基礎,00013801,https://asia.pokemon-card.com/hk/card-img/hk00013801.png,寶可夢,190,Lightning,,,皮卡拳,Colorless,30,,極限伏特,"Lightning,Lightning,Colorless",220,擲1次硬幣若為反面，則將這隻寶可夢身上附加的能量全部丟棄。,,Fighting,,,0,001,normal,G,ex初階牌組 皮卡丘,SVQP,N-DESIGN Inc.,,皮卡丘ex,ex,A+,20.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:4.0|Eff:0.0|Dmg:6.0|Mod:1.00,"硬幣判定, 能量操作",無
小磁怪,基礎,00013802,https://asia.pokemon-card.com/hk/card-img/hk00013802.png,寶可夢,60,Lightning,,,衝撞,Lightning,10,,高速球,"Colorless,Colorless",20,,,Fighting,,,1,002,normal,G,ex初階牌組 皮卡丘,SVQP,Masakazu Fukuda,從左右兩邊的組件<br/>發出的電磁波能阻礙重力，<br/>使牠浮在空中。,小磁怪 → 三合一磁怪 → 自爆磁怪 → 自爆磁怪ex,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
三合一磁怪,1階進化,00013803,https://asia.pokemon-card.com/hk/card-img/hk00013803.png,寶可夢,90,Lightning,,,撞擊,Lightning,30,,電球,"Lightning,Colorless,Colorless",60,,,Fighting,,,2,003,normal,G,ex初階牌組 皮卡丘,SVQP,kurumitsu,３隻小磁怪因著強烈的<br/>磁力而結合。只要靠近牠<br/>就會發生強烈的耳鳴。,小磁怪 → 三合一磁怪 → 自爆磁怪 → 自爆磁怪ex,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,無,無
自爆磁怪,2階進化,00013804,https://asia.pokemon-card.com/hk/card-img/hk00013804.png,寶可夢,170,Lightning,,,磁力抵制,Lightning,50,若希望，將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。],打雷,"Lightning,Colorless,Colorless",180,這隻寶可夢也受到30點傷害。,,Fighting,,,2,004,normal,G,ex初階牌組 皮卡丘,SVQP,Anesaki Dynamic,據說會一邊發送怪異電波<br/>一邊在空中四處飛行，<br/>接收未知的電波。,小磁怪 → 三合一磁怪 → 自爆磁怪 → 自爆磁怪ex,,A,19.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:5.0|Mod:1.00,"切換效果, 反噬傷害",無
閃電鳥,基礎,00013805,https://asia.pokemon-card.com/hk/card-img/hk00013805.png,寶可夢,110,Lightning,,,追擊伏特,"Lightning,Colorless",20+,增加對手的戰鬥寶可夢身上放置的傷害指示物的數量×10點傷害。,啄鑽,"Lightning,Colorless,Colorless",80,,,Lightning,,Fighting,1,005,normal,H,ex初階牌組 皮卡丘,SVQP,Nisota Niso,能夠自在地操縱雷電。<br/>相傳牠的巢穴就在<br/>烏黑的雷雲之中。,閃電鳥,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,"備戰傷害加成, 傷害指示物",無
帕奇利茲,基礎,00013806,https://asia.pokemon-card.com/hk/card-img/hk00013806.png,寶可夢,70,Lightning,,,啪滋啪滋充電,Colorless,,‌擲3次硬幣，從自己的棄牌區選擇最多與正面出現的次數相同數量的「基本【雷】能量」卡，以任意方式附於備戰寶可夢身上。,小伏特,"Lightning,Colorless",30,,,Fighting,,,1,006,normal,H,ex初階牌組 皮卡丘,SVQP,Yuya Oka,有時候可以見到<br/>為了將儲存的電力分給同伴<br/>而互相摩擦頰囊的帕奇利茲。,帕奇利茲,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"搜索效果, 硬幣判定",無
傘電蜥,基礎,00013807,https://asia.pokemon-card.com/hk/card-img/hk00013807.png,寶可夢,60,Lightning,,,呼喚,Colorless,,從自己的牌庫抽出1張卡。,劈哩啪啦,Lightning,10,,,Fighting,,,1,007,normal,H,ex初階牌組 皮卡丘,SVQP,Taiga Kayama,當牠張開頭部的褶邊<br/>用太陽光發電，就能使出<br/>威力強大的電屬性招式。,傘電蜥 → 光電傘蜥,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",無
光電傘蜥,1階進化,00013808,https://asia.pokemon-card.com/hk/card-img/hk00013808.png,寶可夢,100,Lightning,,,瘋狂伏特,Lightning,70,這隻寶可夢也受到20點傷害。,,,,,,Fighting,,,1,008,normal,H,ex初階牌組 皮卡丘,SVQP,Atsuya Uki,在如今已滅亡的沙漠之國<br/>曾經是人們珍視的對象。<br/>和財寶一起來到了伽勒爾地區。,傘電蜥 → 光電傘蜥,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,反噬傷害,無
捷拉奧拉,基礎,00013809,https://asia.pokemon-card.com/hk/card-img/hk00013809.png,寶可夢,120,Lightning,,,麻麻關節,Colorless,20,擲1次硬幣若為正面，則可將對手的戰鬥寶可夢【麻痺】。,強力伏特,"Lightning,Lightning,Colorless",120,選擇1個這隻寶可夢身上附加的能量，將其丟棄。,,Fighting,,,1,009,normal,H,ex初階牌組 皮卡丘,SVQP,kantaro,以媲美閃電的速度奔跑，<br/>用能釋放高壓電的爪子<br/>將敵人撕得粉碎。,捷拉奧拉,,A,18.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:4.0|Mod:1.00,"狀態異常, 硬幣判定, 能量操作",無
光蚪仔,基礎,00013810,https://asia.pokemon-card.com/hk/card-img/hk00013810.png,寶可夢,50,Lightning,,,撞擊,Colorless,10,,電球,"Lightning,Colorless",20,,,Fighting,,,1,010,normal,H,ex初階牌組 皮卡丘,SVQP,nisimono,會用蓄積在體內的電力<br/>浮在空中。出現雷雲時<br/>則能浮得比平時還要高。,光蚪仔 → 電肚蛙 → 電肚蛙ex,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
電肚蛙,1階進化,00013811,https://asia.pokemon-card.com/hk/card-img/hk00013811.png,寶可夢,130,Lightning,,,電氣子彈,"Lightning,Colorless",70,對手的1隻備戰寶可夢也受到30點傷害。[在備戰區不計算弱點・抵抗力。],,,,,,Fighting,,,2,011,normal,G,ex初階牌組 皮卡丘,SVQP,Kouki Saitou,只要伸縮肥嘟嘟的身體，<br/>就能讓肚子上的發電臍<br/>產生大量的電氣。,光蚪仔 → 電肚蛙 → 電肚蛙ex,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,連鎖傷害,無
卡比獸,基礎,00013812,https://asia.pokemon-card.com/hk/card-img/hk00013812.png,寶可夢,150,Colorless,,,扣殺抽出,Colorless,20,從自己的牌庫抽出1張卡。,百萬噸重拳,"Colorless,Colorless,Colorless",100,,,Fighting,,,3,012,normal,H,ex初階牌組 皮卡丘,SVQP,Ounishi,胃裡的消化液能夠消化掉<br/>所有的毒。就算吃下掉在<br/>地上的東西也沒問題。,卡比獸,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"抽卡效果, 搜索效果",無
能量貼紙,,00013813,https://asia.pokemon-card.com/hk/card-img/hk00013813.png,物品卡,,,,,,,,擲1次硬幣若為正面，則從自己的棄牌區選擇1張基本能量卡，附於備戰寶可夢身上。,,,,,,,,,,013,normal,G,ex初階牌組 皮卡丘,SVQP,Ayaka Yoshida,,,,B+,14.00,Base:7.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 硬幣判定",無
超級球,,00013814,https://asia.pokemon-card.com/hk/card-img/hk00013814.png,物品卡,,,,,,,,查看自己的牌庫上方7張卡。從其中選擇1張寶可夢卡，在給對手看過後加入手牌。將剩餘卡放回牌庫並重洗。,,,,,,,,,,014,normal,G,ex初階牌組 皮卡丘,SVQP,Studio Bora Inc.,,,,A+,22.00,Base:7.0|Meta:5.0|Exp:2.0|Func:5.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",無
高級球,,00013815,https://asia.pokemon-card.com/hk/card-img/hk00013815.png,物品卡,,,,,,,,這張卡必須將自己的2張手牌丟棄才可使用。<br/> <br/> 從自己的牌庫選擇1張寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。,,,,,,,,,,015,normal,G,ex初階牌組 皮卡丘,SVQP,Ayaka Yoshida,,,,A+,21.00,Base:7.0|Meta:5.0|Exp:2.0|Func:4.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",丟棄效果
寶可夢交替,,00013816,https://asia.pokemon-card.com/hk/card-img/hk00013816.png,物品卡,,,,,,,,將自己的戰鬥寶可夢與備戰寶可夢互換。,,,,,,,,,,016,normal,G,ex初階牌組 皮卡丘,SVQP,Studio Bora Inc.,,,,A+,20.00,Base:7.0|Meta:5.0|Exp:2.0|Func:3.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,切換效果,無
寶可夢捕捉器,,00013817,https://asia.pokemon-card.com/hk/card-img/hk00013817.png,物品卡,,,,,,,,擲1次硬幣若為正面，則選擇1隻對手的備戰寶可夢，與戰鬥寶可夢互換。,,,,,,,,,,017,normal,G,ex初階牌組 皮卡丘,SVQP,Studio Bora Inc.,,,,A,19.00,Base:7.0|Meta:3.0|Exp:2.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"切換效果, 硬幣判定",無
洛拍棒,,00013818,https://asia.pokemon-card.com/hk/card-img/hk00013818.png,物品卡,,,,,,,,查看自己的牌庫上方4張卡，從其中選擇任意數量的支援者卡，在給對手看過後加入手牌。將剩餘卡放回牌庫並重洗。,,,,,,,,,,018,normal,H,ex初階牌組 皮卡丘,SVQP,Studio Bora Inc.,,,,B+,14.00,Base:7.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果, 牌庫操作",無
